Код;Коротка назва;Колір;Іконка;Детальний опис
14022300;Виноробна продукція (при придбанні акцизних марок);;;Виноробна продукція (при придбанні акцизних марок)
14030000;Акцизний податок з ввезених на митну територію України підакцизних товарів (продукції);;;Акцизний податок з ввезених на митну територію України підакцизних товарів (продукції)
14030100;Спирт;;;Спирт
14030200;Лікеро-горілчана продукція;;;Лікеро-горілчана продукція
14030300;Виноробна продукція;;;Виноробна продукція
14030400;Пиво;;;Пиво
14030600;Тютюн та тютюнові вироби (за ставкою у твердих сумах з одиниці реалізованого товару (продукції);;;Тютюн та тютюнові вироби (за ставкою у твердих сумах з одиниці реалізованого товару (продукції)
14030700;Тютюн та тютюнові вироби за ставкою у процентах до обороту з реалізації товару (продукції);;;Тютюн та тютюнові вироби за ставкою у процентах до обороту з реалізації товару (продукції)
14030800;Транспортні засоби (крім мотоциклів і велосипедів);;;Транспортні засоби (крім мотоциклів і велосипедів)
14030900;Мотоцикли і велосипеди;;;Мотоцикли і велосипеди
14031000;Кузови для моторних транспортних засобів;;;Кузови для моторних транспортних засобів
14031100;"{Позицію 14031100 виключено на підставі Наказу Міністерства фінансів № 217 від 25.02.2016}	";;;"{Позицію 14031100 виключено на підставі Наказу Міністерства фінансів № 217 від 25.02.2016}	"
14031600;"{Позицію 14031100 виключено на підставі Наказу Міністерства фінансів № 217 від 25.02.2016}	";;;"{Позицію 14031100 виключено на підставі Наказу Міністерства фінансів № 217 від 25.02.2016}	"
14031700;"{Позицію 14031100 виключено на підставі Наказу Міністерства фінансів № 217 від 25.02.2016}	";;;"{Позицію 14031100 виключено на підставі Наказу Міністерства фінансів № 217 від 25.02.2016}	"
14031800;"{Позицію 14031100 виключено на підставі Наказу Міністерства фінансів № 217 від 25.02.2016}	";;;"{Позицію 14031100 виключено на підставі Наказу Міністерства фінансів № 217 від 25.02.2016}	"
14031900;Пальне;;;Пальне
14032000;Інші підакцизні товари іноземного виробництва;;;Інші підакцизні товари іноземного виробництва
14040000;Акцизний податок з реалізації суб'єктами господарювання роздрібної торгівлі підакцизних товарів;;;Акцизний податок з реалізації суб'єктами господарювання роздрібної торгівлі підакцизних товарів
14050000;Податки на окремі категорії послуг;;;Податки на окремі категорії послуг
14060000;Податок на додану вартість з вироблених в Україні товарів (робіт, послуг) з урахуванням бюджетного відшкодування;;;Податок на додану вартість з вироблених в Україні товарів (робіт, послуг) з урахуванням бюджетного відшкодування
14060100;Податок на додану вартість з вироблених в Україні товарів (робіт, послуг);;;Податок на додану вартість з вироблених в Україні товарів (робіт, послуг)
14060200;Бюджетне відшкодування податку на додану вартість;;;Бюджетне відшкодування податку на додану вартість
14060300;Реструктурована сума заборгованості податку на додану вартість;;;Реструктурована сума заборгованості податку на додану вартість
14060400;Податок на додану вартість із імпортованих на територію України робіт, послуг;;;Податок на додану вартість із імпортованих на територію України робіт, послуг
14060500;Надходження від підприємств податку на додану вартість по операціях, пов'язаних з виконанням інноваційних проектів;;;Надходження від підприємств податку на додану вартість по операціях, пов'язаних з виконанням інноваційних проектів
14060600;Надходження від погашення податкового боргу, в тому числі реструктуризованого або розстроченого (відстроченого), з податку на додану вартість (з урахуванням штрафних санкцій, пені та процентів, нарахованих на суму цього розстроченого (відстроченого) боргу), що сплачуються підприємствами електроенергетичної, нафтогазової, вугільної галузей, підприємствами, що надають послуги з виробництва, транспортування та постачання теплової енергії, підприємствами централізованого водопостачання та водовідведення;;;Надходження від погашення податкового боргу, в тому числі реструктуризованого або розстроченого (відстроченого), з податку на додану вартість (з урахуванням штрафних санкцій, пені та процентів, нарахованих на суму цього розстроченого (відстроченого) боргу), що сплачуються підприємствами електроенергетичної, нафтогазової, вугільної галузей, підприємствами, що надають послуги з виробництва, транспортування та постачання теплової енергії, підприємствами централізованого водопостачання та водовідведення
14060700;"Податкова заборгованість з податку на додану вартість підприємств, додаткові податкові зобов'язання з цього податку, розстрочені податкові зобов'язання НАК ""Нафтогаз України"" та її підприємств з податку на додану вартість (у тому числі відсотки за користування податковим кредитом), що спрямовуються на субвенцію з державного бюджету місцевим бюджетам на надання пільг та житлових субсидій населенню на оплату електроенергії, природного газу, послуг тепло-, водопостачання і водовідведення, квартирної плати, вивезення побутового сміття та рідких нечистот";;;"Податкова заборгованість з податку на додану вартість підприємств, додаткові податкові зобов'язання з цього податку, розстрочені податкові зобов'язання НАК ""Нафтогаз України"" та її підприємств з податку на додану вартість (у тому числі відсотки за користування податковим кредитом), що спрямовуються на субвенцію з державного бюджету місцевим бюджетам на надання пільг та житлових субсидій населенню на оплату електроенергії, природного газу, послуг тепло-, водопостачання і водовідведення, квартирної плати, вивезення побутового сміття та рідких нечистот"
14060800;"Податок на додану вартість від операцій з постачання на митній території України лікарських засобів, дозволених для виробництва і застосування в Україні та внесених до Державного реєстру лікарських засобів та медичних виробів за переліком, затвердженим Кабінетом Міністрів України а також лікарських засобів, медичних виробів та/або медичного обладнання, дозволених для застосування у межах клінічних випробувань, дозвіл на проведення яких надано центральним органом виконавчої влади, що забезпечує формування державної політики у сфері охорони здоров'я";;;"Податок на додану вартість від операцій з постачання на митній території України лікарських засобів, дозволених для виробництва і застосування в Україні та внесених до Державного реєстру лікарських засобів та медичних виробів за переліком, затвердженим Кабінетом Міністрів України, а також лікарських засобів, медичних виробів та/або медичного обладнання, дозволених для застосування у межах клінічних випробувань, дозвіл на проведення яких надано центральним органом виконавчої влади, що забезпечує формування державної політики у сфері охорони здоров'я"
14060900;Податок на додану вартість сільськогосподарських підприємств за операціями з сільськогосподарськими товарами/послугами (крім операцій із зерновими і технічними культурами та операцій з продукцією тваринництва);;;Податок на додану вартість сільськогосподарських підприємств за операціями з сільськогосподарськими товарами/послугами (крім операцій із зерновими і технічними культурами та операцій з продукцією тваринництва)
14061000;Податок на додану вартість сільськогосподарських підприємств за операціями із зерновими і технічними культурами;;;Податок на додану вартість сільськогосподарських підприємств за операціями із зерновими і технічними культурами
14061100;Податок на додану вартість сільськогосподарських підприємств за операціями з продукцією тваринництва;;;Податок на додану вартість сільськогосподарських підприємств за операціями з продукцією тваринництва
14070000;Податок на додану вартість з ввезених на територію України товарів;;;Податок на додану вартість з ввезених на територію України товарів
14070100;"Податок на додану вартість з ввезених на територію України товарів (крім податку на додану вартість від операцій з ввезення на митну територію України лікарських засобів, дозволених для виробництва і застосування в Україні та внесених до Державного реєстру лікарських засобів та медичних виробів за переліком, затвердженим Кабінетом Міністрів України, а також лікарських засобів, медичних виробів та/або медичного обладнання, дозволених для застосування у межах клінічних випробувань, дозвіл на проведення яких надано центральним органом виконавчої влади, що забезпечує формування державної політики у сфері охорони здоров'я)";;;"Податок на додану вартість з ввезених на територію України товарів (крім податку на додану вартість від операцій з ввезення на митну територію України лікарських засобів, дозволених для виробництва і застосування в Україні та внесених до Державного реєстру лікарських засобів та медичних виробів за переліком, затвердженим Кабінетом Міністрів України, а також лікарських засобів, медичних виробів та/або медичного обладнання, дозволених для застосування у межах клінічних випробувань, дозвіл на проведення яких надано центральним органом виконавчої влади, що забезпечує формування державної політики у сфері охорони здоров'я)"
14070200;"Податок на додану вартість від операцій з ввезення на митну територію України лікарських засобів, дозволених для виробництва і застосування в Україні та внесених до Державного реєстру лікарських засобів та медичних виробів за переліком, затвердженим Кабінетом Міністрів України, а також лікарських засобів, медичних виробів та/або медичного обладнання, дозволених для застосування у межах клінічних випробувань, дозвіл на проведення яких надано центральним органом виконавчої влади, що забезпечує формування державної політики у сфері охорони здоров'я";;;"Податок на додану вартість від операцій з ввезення на митну територію України лікарських засобів, дозволених для виробництва і застосування в Україні та внесених до Державного реєстру лікарських засобів та медичних виробів за переліком, затвердженим Кабінетом Міністрів України, а також лікарських засобів, медичних виробів та/або медичного обладнання, дозволених для застосування у межах клінічних випробувань, дозвіл на проведення яких надано центральним органом виконавчої влади, що забезпечує формування державної політики у сфері охорони здоров'я"
15000000;Податки на міжнародну торгівлю та зовнішні операції;;;Податки на міжнародну торгівлю та зовнішні операції
15010000;Ввізне мито;;;Ввізне мито
15010100;Мито на товари, що ввозяться суб'єктами підприємницької діяльності;;;Мито на товари, що ввозяться суб'єктами підприємницької діяльності
15010200;Мито на товари, які ввозяться (пересилаються) громадянами;;;Мито на товари, які ввозяться (пересилаються) громадянами
15010300;Інші збори з імпорту;;;Інші збори з імпорту
15010400;"{Позицію 15010400 виключено на підставі Наказу Міністерства фінансів № 1290 від 31.12.2014}	";;;"{Позицію 15010400 виключено на підставі Наказу Міністерства фінансів № 1290 від 31.12.2014}	"
15010500;"{Позицію 15010400 виключено на підставі Наказу Міністерства фінансів № 1290 від 31.12.2014}	";;;"{Позицію 15010400 виключено на підставі Наказу Міністерства фінансів № 1290 від 31.12.2014}	"
15010500;Мито на нафтопродукти, транспортні засоби та шини до них, що ввозяться суб'єктами підприємницької діяльності та громадянами;;;Мито на нафтопродукти, транспортні засоби та шини до них, що ввозяться суб'єктами підприємницької діяльності та громадянами
15010600;"{Позицію 15010600 виключено на підставі Наказу Міністерства фінансів № 1290 від 31.12.2014}	";;;"{Позицію 15010600 виключено на підставі Наказу Міністерства фінансів № 1290 від 31.12.2014}	"
15010700;"{Позицію 15010600 виключено на підставі Наказу Міністерства фінансів № 1290 від 31.12.2014}	";;;"{Позицію 15010600 виключено на підставі Наказу Міністерства фінансів № 1290 від 31.12.2014}	"
15010800;Спеціальне мито;;;Спеціальне мито
15010900;Антидемпінгове мито;;;Антидемпінгове мито
15011000;Компенсаційне мито;;;Компенсаційне мито
15011100;Додатковий імпортний збір;;;Додатковий імпортний збір
15020000;Вивізне мито;;;Вивізне мито
15020100;Мито на товари, що вивозяться суб'єктами підприємницької діяльності;;;Мито на товари, що вивозяться суб'єктами підприємницької діяльності
15020200;Мито на товари, які вивозяться (пересилаються) громадянами;;;Мито на товари, які вивозяться (пересилаються) громадянами
15020300;Надходження від реалізації валютних коштів, одержаних у результаті проведення операцій за державним контрактом;;;Надходження від реалізації валютних коштів, одержаних у результаті проведення операцій за державним контрактом
15040000;"{Позицію 15040000 виключено на підставі Наказу Міністерства фінансів № 44 від 07.02.2014}    	";;;"{Позицію 15040000 виключено на підставі Наказу Міністерства фінансів № 44 від 07.02.2014}    	"
16000000;Окремі податки і збори, що зараховуються до місцевих бюджетів;;;Окремі податки і збори, що зараховуються до місцевих бюджетів
16010000;Місцеві податки і збори, нараховані до 1 січня 2011 року;;;Місцеві податки і збори, нараховані до 1 січня 2011 року
16010100;Податок з реклами;;;Податок з реклами
16010200;Комунальний податок;;;Комунальний податок
16010400;Збір за припаркування автотранспорту;;;Збір за припаркування автотранспорту
16010500;Ринковий збір;;;Ринковий збір
16010600;Збір за видачу ордера на квартиру;;;Збір за видачу ордера на квартиру
16010700;Курортний збір;;;Курортний збір
16010800;Збір за участь у бігах на іподромі;;;Збір за участь у бігах на іподромі
16010900;Збір за виграш у бігах на іподромі;;;Збір за виграш у бігах на іподромі
16011000;Збір з осіб, які беруть участь у грі на тоталізаторі на іподромі;;;Збір з осіб, які беруть участь у грі на тоталізаторі на іподромі
16011100;Збір за право використання місцевої символіки;;;Збір за право використання місцевої символіки
16011200;Збір за право проведення кіно- і телезйомок;;;Збір за право проведення кіно- і телезйомок
16011300;Збір за право проведення місцевих аукціонів, конкурсного розпродажу і лотерей;;;Збір за право проведення місцевих аукціонів, конкурсного розпродажу і лотерей
16011500;Збір за видачу дозволу на розміщення об'єктів торгівлі та сфери послуг;;;Збір за видачу дозволу на розміщення об'єктів торгівлі та сфери послуг
16011600;Збір із власників собак;;;Збір із власників собак
16011700;Надходження сум реструктурованої заборгованості зі сплати місцевих податків;;;Надходження сум реструктурованої заборгованості зі сплати місцевих податків
16011800;Збір на розвиток рекреаційного комплексу в Автономній Республіці Крим;;;Збір на розвиток рекреаційного комплексу в Автономній Республіці Крим
16011900;Збір на розвиток пасажирського електротранспорту в Автономній Республіці Крим;;;Збір на розвиток пасажирського електротранспорту в Автономній Республіці Крим
17010000;Збори на паливно-енергетичні ресурси;;;Збори на паливно-енергетичні ресурси
17000100;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	";;;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	"
17000200;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	";;;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	"
17000300;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	";;;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	"
17000400;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	";;;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	"
17000500;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	";;;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	"
17000600;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	";;;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	"
17000700;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	";;;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	"
17000800;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	";;;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	"
17000900;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	";;;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	"
17011200;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	";;;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	"
17011500;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	";;;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	"
17050000;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	";;;"{Позицію 17010000 виключено на підставі Наказу Міністерства фінансів № 2 від 05.01.2016}	"
17060000;Збір у вигляді цільової надбавки до діючого тарифу на природний газ для споживачів усіх форм власності, нарахований до 1 січня 2016 року;;;Збір у вигляді цільової надбавки до діючого тарифу на природний газ для споживачів усіх форм власності, нарахований до 1 січня 2016 року
17060100;Збір у вигляді цільової надбавки до діючого тарифу на природний газ для споживачів усіх форм власності, який справляється за поставлений природний газ споживачам на підставі укладених з ними договорів, нарахований до 1 січня 2016 року;;;Збір у вигляді цільової надбавки до діючого тарифу на природний газ для споживачів усіх форм власності, який справляється за поставлений природний газ споживачам на підставі укладених з ними договорів, нарахований до 1 січня 2016 року
17060200;Збір у вигляді цільової надбавки до діючого тарифу на природний газ для споживачів усіх форм власності, який справляється за імпортований суб'єктами господарювання природний газ для споживання ними як палива або сировини, нарахований до 1 січня 2016 року;;;Збір у вигляді цільової надбавки до діючого тарифу на природний газ для споживачів усіх форм власності, який справляється за імпортований суб'єктами господарювання природний газ для споживання ними як палива або сировини, нарахований до 1 січня 2016 року
17060300;Збір у вигляді цільової надбавки до діючого тарифу на природний газ для споживачів усіх форм власності, який справляється за видобутий суб'єктами господарювання та спожитий ними природний газ як паливо або сировина, нарахований до 1 січня 2016 року;;;Збір у вигляді цільової надбавки до діючого тарифу на природний газ для споживачів усіх форм власності, який справляється за видобутий суб'єктами господарювання та спожитий ними природний газ як паливо або сировина, нарахований до 1 січня 2016 року
17070000;"Надходження нарахованих і не сплачених зобов'язань Державного підприємства ""Енергоринок"" перед державним бюджетом по збору у вигляді цільової надбавки до діючого тарифу на електричну та теплову енергію за минулі роки";;;"Надходження нарахованих і не сплачених зобов'язань Державного підприємства ""Енергоринок"" перед державним бюджетом по збору у вигляді цільової надбавки до діючого тарифу на електричну та теплову енергію за минулі роки"
18000000;Місцеві податки;;;Місцеві податки
18010000;Податок на майно;;;Податок на майно
18010100;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості;;;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів житлової нерухомості
18010200;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів житлової нерухомості;;;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів житлової нерухомості
18010300;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів нежитлової нерухомості;;;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений фізичними особами, які є власниками об'єктів нежитлової нерухомості
18010400;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості;;;Податок на нерухоме майно, відмінне від земельної ділянки, сплачений юридичними особами, які є власниками об'єктів нежитлової нерухомості
18010500;Земельний податок з юридичних осіб;;;Земельний податок з юридичних осіб
18010600;Орендна плата з юридичних осіб;;;Орендна плата з юридичних осіб
18010700;Земельний податок з фізичних осіб;;;Земельний податок з фізичних осіб
18010800;Реструктурована сума заборгованості з плати за землю;;;Реструктурована сума заборгованості з плати за землю
18010900;Орендна плата з фізичних осіб;;;Орендна плата з фізичних осіб
18011000;Транспортний податок з фізичних осіб;;;Транспортний податок з фізичних осіб
18011100;Транспортний податок з юридичних осіб;;;Транспортний податок з юридичних осіб
18020000;Збір за місця для паркування транспортних засобів;;;Збір за місця для паркування транспортних засобів
18020100;Збір за місця для паркування транспортних засобів, сплачений юридичними особами;;;Збір за місця для паркування транспортних засобів, сплачений юридичними особами
18020200;Збір за місця для паркування транспортних засобів, сплачений фізичними особами;;;Збір за місця для паркування транспортних засобів, сплачений фізичними особами
18030000;Туристичний збір;;;Туристичний збір
18030100;Туристичний збір, сплачений юридичними особами;;;Туристичний збір, сплачений юридичними особами
18030200;Туристичний збір, сплачений фізичними особами;;;Туристичний збір, сплачений фізичними особами
18040000;Збір за провадження деяких видів підприємницької діяльності, що справлявся до 1 січня 2015 року;;;Збір за провадження деяких видів підприємницької діяльності, що справлявся до 1 січня 2015 року
18040100;Збір за провадження торговельної діяльності (роздрібна торгівля), сплачений фізичними особами, що справлявся до 1 січня 2015 року;;;Збір за провадження торговельної діяльності (роздрібна торгівля), сплачений фізичними особами, що справлявся до 1 січня 2015 року
18040200;Збір за провадження торговельної діяльності (роздрібна торгівля), сплачений юридичними особами, що справлявся до 1 січня 2015 року;;;Збір за провадження торговельної діяльності (роздрібна торгівля), сплачений юридичними особами, що справлявся до 1 січня 2015 року
18040300;Збір за здійснення торгівлі валютними цінностями, що справлявся до 1 січня 2015 року;;;Збір за здійснення торгівлі валютними цінностями, що справлявся до 1 січня 2015 року
18040500;Збір за провадження торговельної діяльності (оптова торгівля), сплачений фізичними особами, що справлявся до 1 січня 2015 року;;;Збір за провадження торговельної діяльності (оптова торгівля), сплачений фізичними особами, що справлявся до 1 січня 2015 року
18040600;Збір за провадження торговельної діяльності (ресторанне господарство), сплачений фізичними особами, що справлявся до 1 січня 2015 року;;;Збір за провадження торговельної діяльності (ресторанне господарство), сплачений фізичними особами, що справлявся до 1 січня 2015 року
18040700;Збір за провадження торговельної діяльності (оптова торгівля), сплачений юридичними особами, що справлявся до 1 січня 2015 року;;;Збір за провадження торговельної діяльності (оптова торгівля), сплачений юридичними особами, що справлявся до 1 січня 2015 року
18040800;Збір за провадження торговельної діяльності (ресторанне господарство), сплачений юридичними особами, що справлявся до 1 січня 2015 року;;;Збір за провадження торговельної діяльності (ресторанне господарство), сплачений юридичними особами, що справлявся до 1 січня 2015 року
18040900;Збір за провадження торговельної діяльності із придбанням пільгового торгового патенту, що справлявся до 1 січня 2015 року;;;Збір за провадження торговельної діяльності із придбанням пільгового торгового патенту, що справлявся до 1 січня 2015 року
18041000;Збір за провадження торговельної діяльності із придбанням короткотермінового торгового патенту, що справлявся до 1 січня 2015 року;;;Збір за провадження торговельної діяльності із придбанням короткотермінового торгового патенту, що справлявся до 1 січня 2015 року
18041300;Збір за провадження діяльності з надання платних послуг, сплачений фізичними особами, що справлявся до 1 січня 2015 року;;;Збір за провадження діяльності з надання платних послуг, сплачений фізичними особами, що справлявся до 1 січня 2015 року
18041400;Збір за провадження діяльності з надання платних послуг, сплачений юридичними особами, що справлявся до 1 січня 2015 року;;;Збір за провадження діяльності з надання платних послуг, сплачений юридичними особами, що справлявся до 1 січня 2015 року
18041500;Збір за провадження торговельної діяльності нафтопродуктами, скрапленим та стиснутим газом на стаціонарних, малогабаритних і пересувних автозаправних станціях, заправних пунктах, що справлявся до 1 січня 2015 року;;;Збір за провадження торговельної діяльності нафтопродуктами, скрапленим та стиснутим газом на стаціонарних, малогабаритних і пересувних автозаправних станціях, заправних пунктах, що справлявся до 1 січня 2015 року
18041600;Надходження сум реструктурованої заборгованості із сплати збору за провадження деяких видів підприємницької діяльності, що справлявся до 1 січня 2015 року;;;Надходження сум реструктурованої заборгованості із сплати збору за провадження деяких видів підприємницької діяльності, що справлявся до 1 січня 2015 року
