Код;Коротка назва;Колір;Іконка;Детальний опис
9250;"Субвенція з місцевого бюджету на виплату державної соціальної допомоги на дітей-сиріт та дітей, позбавлених батьківського піклування, грошового забезпечення батькам-вихователям і прийомним батькам за надання соціальних послуг у дитячих будинках сімейного типу та прийомних сім'ях за принципом ""гроші ходять за дитиною"", оплату послуг із здійснення патронату над дитиною та виплату соціальної допомоги на утримання дитини в сім'ї патронатного вихователя за рахунок відповідної субвенції з державного бюджету"
9260;Субвенція з місцевого бюджету на фінансування заходів соціально-економічної компенсації ризику населення, яке проживає на території зони спостереження, за рахунок відповідної субвенції з державного бюджету
9270;Субвенція з місцевого бюджету на проектні, будівельно-ремонтні роботи, придбання житла та приміщень для розвитку сімейних та інших форм виховання, наближених до сімейних, та забезпечення житлом дітей-сиріт, осіб з їх числа за рахунок відповідної субвенції з державного бюджету
9300;Субвенції з місцевого бюджету іншим місцевим бюджетам на здійснення програм у галузі освіти за рахунок субвенцій з державного бюджету
9310;Субвенція з місцевого бюджету на здійснення переданих видатків у сфері освіти за рахунок коштів освітньої субвенції
9320;Субвенція з місцевого бюджету за рахунок залишку коштів освітньої субвенції, що утворився на початок бюджетного періоду
9330;Субвенція з місцевого бюджету на надання державної підтримки особам з особливими освітніми потребами за рахунок відповідної субвенції з державного бюджету
9340;Субвенція з місцевого бюджету на модернізацію та оновлення матеріально-технічної бази професійно-технічних навчальних закладів за рахунок відповідної субвенції з державного бюджету
9350;"Субвенція з місцевого бюджету на забезпечення якісної, сучасної та доступної загальної середньої освіти ""Нова українська школа"" за рахунок відповідної субвенції з державного бюджету"
9400;Субвенції з місцевого бюджету іншим місцевим бюджетам на здійснення програм та заходів у галузі охорони здоров’я за рахунок субвенцій з державного бюджету
9410;Субвенція з місцевого бюджету на здійснення переданих видатків у сфері охорони здоров’я за рахунок коштів медичної субвенції
9420;Субвенція з місцевого бюджету за рахунок залишку коштів медичної субвенції, що утворився на початок бюджетного періоду
9430;Субвенція з місцевого бюджету на придбання витратних матеріалів для закладів охорони здоров'я та лікарських засобів для інгаляційної анестезії за рахунок відповідної субвенції з державного бюджету
9440;Субвенція з місцевого бюджету на придбання медикаментів та виробів медичного призначення для забезпечення швидкої медичної допомоги за рахунок відповідної субвенції з державного бюджету
9450;Субвенція з місцевого бюджету на придбання ангіографічного обладнання за рахунок відповідної субвенції з державного бюджету
9460;Субвенція з місцевого бюджету на відшкодування вартості лікарських засобів для лікування окремих захворювань за рахунок відповідної субвенції з державного бюджету
9470;Субвенція з місцевого бюджету на реформування регіональних систем охорони здоров’я для здійснення заходів з виконання спільного з Міжнародним банком реконструкції та розвитку проекту «Поліпшення охорони здоров’я на службі у людей» за рахунок відповідної субвенції з державного бюджету
9480;Субвенція з місцевого бюджету на реалізацію заходів, спрямованих на розвиток системи охорони здоров'я у сільській місцевості за рахунок відповідної субвенції з державного бюджету
9500;Субвенції з місцевого бюджету іншим місцевим бюджетам на здійснення програм соціально-економічного та культурного розвитку регіонів за рахунок коштів, які надаються з державного бюджету
9510;Субвенція з місцевого бюджету на здійснення заходів щодо соціально-економічного розвитку окремих територій за рахунок відповідної субвенції з державного бюджету
9520;Субвенція з місцевого бюджету на формування інфраструктури об’єднаних територіальних громад за рахунок відповідної субвенції з державного бюджету
9530;Субвенція з місцевого бюджету на реалізацію проектів в рамках Надзвичайної кредитної програми для відновлення України за рахунок відповідної субвенції з державного бюджету
9540;Субвенція з місцевого бюджету на фінансове забезпечення будівництва, реконструкції, ремонту і утримання автомобільних доріг загального користування місцевого значення, вулиць і доріг комунальної власності у населених пунктах за рахунок відповідної субвенції з державного бюджету
9550;Субвенція з місцевого бюджету на будівництво / реконструкцію палаців спорту за рахунок відповідної субвенції з державного бюджету
9560;Субвенція з місцевого бюджету на здійснення заходів щодо підтримки територій, що зазнали негативного впливу внаслідок збройного конфлікту на сході України, за рахунок відповідної субвенції з державного бюджету
9600;Субвенції з місцевого бюджету іншим місцевим бюджетам на здійснення інших програм та заходів за рахунок субвенцій з державного бюджету
9610;Субвенція з місцевого бюджету на погашення різниці між фактичною вартістю теплової енергії, послуг з централізованого опалення, постачання гарячої води, централізованого водопостачання та водовідведення, постачання холодної води та водовідведення (з використанням внутрішньобудинкових систем), що вироблялися, транспортувалися та постачалися населенню, бюджетним установам і організаціям та/або іншим підприємствам теплопостачання, централізованого питного водопостачання та водовідведення, які надають населенню такі послуги, та тарифами, що затверджувалися та/або погоджувалися органами державної влади чи місцевого самоврядування, за рахунок відповідної субвенції з державного бюджету
9620;Субвенція з місцевого бюджету на проведення виборів депутатів місцевих рад та сільських, селищних, міських голів за рахунок відповідної субвенції з державного бюджету
9630;Субвенція з місцевого бюджету на проведення робіт, пов’язаних зі створенням і забезпеченням функціонування центрів надання адміністративних послуг, у тому числі послуг соціального характеру, в форматі «Прозорий офіс» за рахунок відповідної субвенції з державного бюджету
9640;Субвенція з місцевого бюджету на проекти ліквідації підприємств вугільної та торфодобувної промисловості і утримання водовідливних комплексів у безпечному режимі на умовах співфінансування (50 відсотків) за рахунок відповідної субвенції з державного бюджету
9700;Субвенції з місцевого бюджету іншим місцевим бюджетам на здійснення програм та заходів за рахунок коштів місцевих бюджетів
9710;Субвенція з місцевого бюджету на утримання об'єктів спільного користування чи ліквідацію негативних наслідків діяльності об'єктів спільного користування
9720;Субвенція з місцевого бюджету на виконання інвестиційних проектів
9730;Субвенція з місцевого бюджету на фінансове забезпечення будівництва, реконструкції, ремонту і утримання автомобільних доріг загального користування місцевого значення, вулиць і доріг комунальної власності у населених пунктах
9740;Субвенція з місцевого бюджету на здійснення природоохоронних заходів
9750;Субвенція з місцевого бюджету на співфінансування інвестиційних проектів
9760;Субвенція з місцевого бюджету на реалізацію проектів співробітництва між територіальними громадами
9770;Інші субвенції з місцевого бюджету
9800;Субвенція з місцевого бюджету державному бюджету на виконання програм соціально-економічного розвитку регіонів
